name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.634,-0.033,3.807,0.004,08:25:22,06-10-2024
scotiabank,bank,3.648,0.005,3.819,0.005,08:25:22,06-10-2024
Interbank,bank,3.67,-0.013,3.8,0.005,08:25:22,06-10-2024
nacion,bank,3.67,0.0,3.75,0.0,08:25:22,06-10-2024
bcp,bank,3.689,-0.002,3.777,0.0,08:25:22,06-10-2024
Yuan,currency,0.49,-0.005,0.555,0.0,08:25:22,06-10-2024
canada,currency,2.72,0.01,2.8,0.03,08:25:22,06-10-2024
euro ocoña,currency,4.24,-0.002,4.265,0.0,08:25:22,06-10-2024
Libra,currency,5.04,0.02,5.18,0.01,08:25:22,06-10-2024
bbva,bank,3.634,-0.033,3.807,0.004,08:39:51,06-10-2024
scotiabank,bank,3.648,0.005,3.819,0.005,08:39:51,06-10-2024
Interbank,bank,3.67,-0.013,3.8,0.005,08:39:51,06-10-2024
nacion,bank,3.67,0.0,3.75,0.0,08:39:51,06-10-2024
bcp,bank,3.689,-0.002,3.777,0.0,08:39:51,06-10-2024
Yuan,currency,0.49,-0.005,0.555,0.0,08:39:51,06-10-2024
canada,currency,2.72,0.01,2.8,0.03,08:39:51,06-10-2024
euro ocoña,currency,4.24,-0.002,4.265,0.0,08:39:51,06-10-2024
Libra,currency,5.04,0.02,5.18,0.01,08:39:51,06-10-2024
bbva,bank,3.634,-0.033,3.807,0.004,09:21:13,06-10-2024
scotiabank,bank,3.648,0.005,3.819,0.005,09:21:13,06-10-2024
Interbank,bank,3.67,-0.013,3.8,0.005,09:21:13,06-10-2024
nacion,bank,3.67,0.0,3.75,0.0,09:21:13,06-10-2024
bcp,bank,3.689,-0.002,3.777,0.0,09:21:13,06-10-2024
Yuan,currency,0.49,-0.005,0.555,0.0,09:21:13,06-10-2024
canada,currency,2.72,0.01,2.8,0.03,09:21:13,06-10-2024
euro ocoña,currency,4.24,-0.002,4.265,0.0,09:21:13,06-10-2024
Libra,currency,5.04,0.02,5.18,0.01,09:21:13,06-10-2024
bbva,bank,3.634,-0.033,3.807,0.004,09:40:49,06-10-2024
scotiabank,bank,3.648,0.005,3.819,0.005,09:40:49,06-10-2024
Interbank,bank,3.67,-0.013,3.8,0.005,09:40:49,06-10-2024
nacion,bank,3.67,0.0,3.75,0.0,09:40:49,06-10-2024
bcp,bank,3.689,-0.002,3.777,0.0,09:40:49,06-10-2024
Yuan,currency,0.49,-0.005,0.555,0.0,09:40:49,06-10-2024
canada,currency,2.72,0.01,2.8,0.03,09:40:49,06-10-2024
euro ocoña,currency,4.24,-0.002,4.265,0.0,09:40:49,06-10-2024
Libra,currency,5.04,0.02,5.18,0.01,09:40:49,06-10-2024
bbva,bank,3.634,-0.033,3.807,0.004,10:23:13,06-10-2024
scotiabank,bank,3.648,0.005,3.819,0.005,10:23:13,06-10-2024
Interbank,bank,3.67,-0.013,3.8,0.005,10:23:13,06-10-2024
nacion,bank,3.67,0.0,3.75,0.0,10:23:13,06-10-2024
bcp,bank,3.689,-0.002,3.777,0.0,10:23:13,06-10-2024
Yuan,currency,0.49,-0.005,0.555,0.0,10:23:13,06-10-2024
canada,currency,2.72,0.01,2.8,0.03,10:23:13,06-10-2024
euro ocoña,currency,4.24,-0.002,4.265,0.0,10:23:13,06-10-2024
Libra,currency,5.04,0.02,5.18,0.01,10:23:13,06-10-2024
bbva,bank,3.634,-0.033,3.807,0.004,10:40:20,06-10-2024
scotiabank,bank,3.648,0.005,3.819,0.005,10:40:20,06-10-2024
Interbank,bank,3.67,-0.013,3.8,0.005,10:40:20,06-10-2024
nacion,bank,3.67,0.0,3.75,0.0,10:40:20,06-10-2024
bcp,bank,3.689,-0.002,3.777,0.0,10:40:20,06-10-2024
Yuan,currency,0.49,-0.005,0.555,0.0,10:40:20,06-10-2024
canada,currency,2.72,0.01,2.8,0.03,10:40:20,06-10-2024
euro ocoña,currency,4.24,-0.002,4.265,0.0,10:40:20,06-10-2024
Libra,currency,5.04,0.02,5.18,0.01,10:40:20,06-10-2024
